代码,简称,基金经理,基金公司,资产规模,评级评分,涨幅评分,业绩评分,综合评分,上海证券评级,招商证券评级,济安金信评级,晨星评级,近3月涨幅,近3月四分位,近6月涨幅,近6月四分位,近1年涨幅,近1年四分位,近2年涨幅,近2年四分位,近3年涨幅,近3年四分位,近5年涨幅,近5年四分位,选证能力,收益率,抗风险,稳定性,择时能力
011998,景顺长城安盈回报,邹立虎,景顺长城,0.06亿元,84.00000000000001,72,80.5,80.7,3,3,5,5,-1.96%,不佳,2.17%,一般,13.85%,优秀,9.88%,优秀,13.53%,优秀,---,,90.0,85.0,80.0,80.0,70.0
519120,浦银安盛新兴产业,李浩玄,浦银,4.03亿元,88.00000000000001,94,81.5,84.7,3,5,4,5,0.02%,良好,17.64%,优秀,34.41%,优秀,17.84%,优秀,-3.53%,良好,66.52%,优秀,100.0,100.0,80.0,80.0,55.0
121010,国投瑞银瑞源灵活,綦缚鹏,国投瑞银,9.06亿元,92.0,56,76.0,78.8,4,4,5,5,-0.73%,良好,7.43%,一般,9.55%,一般,-2.59%,良好,-0.93%,优秀,82.48%,优秀,80.0,80.0,75.0,80.0,70.0
008866,博时产业新趋势混,林博鸿,博时,6.22亿元,88.00000000000001,85,80.5,83.2,5,4,3,5,-2.56%,一般,9.59%,良好,21.05%,优秀,5.81%,优秀,-6.59%,良好,---,,85.0,90.0,80.0,80.0,70.0
001844,九泰久益混合C,刘开运,九泰,0.33亿元,76.0,84,72.0,74.4,5,3,5,3,-1.33%,一般,10.55%,良好,25.17%,优秀,-2.59%,良好,-11.39%,良好,66.77%,优秀,80.0,85.0,70.0,65.0,70.0
001884,中欧互通精选混合,钱亚婷,中欧,0.01亿元,88.00000000000001,92,78.5,82.7,5,3,4,5,-1.29%,良好,12.86%,良好,21.40%,优秀,3.78%,优秀,-13.09%,优秀,36.87%,优秀,80.0,95.0,75.0,75.0,85.0
008867,博时产业新趋势混,林博鸿,博时,0.33亿元,84.00000000000001,85,80.0,81.7,5,3,3,5,-2.70%,一般,9.26%,良好,20.31%,优秀,4.54%,优秀,-8.26%,良好,---,,80.0,90.0,80.0,80.0,70.0
090018,大成新锐产业混合,韩创,大成,50.47亿元,76.0,82,71.5,73.9,3,5,5,3,-4.86%,一般,4.73%,一般,21.65%,优秀,-9.84%,良好,-14.49%,优秀,159.17%,优秀,75.0,80.0,70.0,70.0,70.0
008370,国泰研究精选两年,徐治彪,国泰,2.02亿元,76.0,70,61.5,66.7,5,3,5,3,8.21%,优秀,28.78%,优秀,11.59%,一般,-7.56%,优秀,-5.12%,优秀,64.13%,优秀,80.0,65.0,55.0,60.0,80.0
002833,华夏新锦绣混合A,张城源,华夏,1.09亿元,92.0,100,60.0,73.6,4,5,4,5,7.48%,优秀,39.55%,优秀,22.49%,优秀,24.68%,优秀,37.61%,优秀,94.56%,优秀,65.0,80.0,50.0,55.0,100.0
007592,华夏价值精选混合,朱熠,华夏,4.64亿元,84.00000000000001,82,71.0,76.00000000000001,3,5,5,4,-2.83%,良好,14.85%,良好,18.68%,良好,-10.81%,良好,-11.73%,优秀,29.53%,良好,80.0,75.0,70.0,70.0,65.0
519767,交银科技创新灵活,芮晨,交银,3.10亿元,92.0,78,75.5,80.69999999999999,4,4,5,5,-2.97%,一般,14.37%,良好,17.55%,良好,-7.42%,良好,-15.79%,良好,60.22%,优秀,70.0,80.0,75.0,65.0,90.0
165508,中信保诚深度价值,吴一静,中信保诚,1.43亿元,88.00000000000001,68,80.5,81.5,4,5,5,4,-2.46%,良好,-0.09%,不佳,15.98%,良好,11.69%,优秀,-3.22%,优秀,36.71%,良好,80.0,95.0,80.0,80.0,70.0
519033,海富通国策导向混,胡耀文,海富通,9.25亿元,92.0,82,79.0,83.2,4,4,5,5,-2.28%,良好,8.60%,一般,16.43%,良好,1.28%,优秀,-11.85%,优秀,45.49%,优秀,80.0,85.0,80.0,75.0,70.0
001250,天弘新活力混合发,龙智浩,天弘,0.70亿元,88.00000000000001,60,76.5,78.3,5,4,5,4,-5.95%,不佳,7.30%,一般,16.94%,良好,-5.84%,良好,-2.98%,良好,30.43%,良好,80.0,90.0,75.0,75.0,70.0
001745,易方达瑞富灵活配,林虎,易方达,2.14亿元,92.0,44,86.0,83.60000000000001,5,4,4,5,-0.07%,良好,1.92%,不佳,8.73%,一般,9.98%,优秀,11.00%,优秀,30.09%,良好,80.0,80.0,90.0,85.0,75.0
240022,华宝资源优选混合,蔡目荣,华宝,9.39亿元,84.00000000000001,30,72.0,71.4,4,4,5,4,-6.16%,不佳,-0.98%,不佳,12.75%,一般,-4.92%,优秀,-2.67%,优秀,114.26%,优秀,75.0,80.0,70.0,75.0,70.0
163822,中银主题策略混合,黄珺,中银,10.82亿元,84.00000000000001,92,70.5,76.7,5,4,4,4,7.44%,优秀,21.51%,优秀,16.07%,良好,-8.66%,良好,-11.50%,优秀,73.00%,优秀,70.0,70.0,70.0,70.0,75.0
050001,博时价值增长混合,王凌霄,博时,18.45亿元,80.0,68,78.5,77.89999999999999,3,4,3,5,-3.21%,一般,6.30%,一般,16.63%,良好,-5.95%,优秀,-15.09%,优秀,9.54%,一般,75.0,80.0,80.0,80.0,70.0
121003,国投瑞银核心企业,吉莉,国投瑞银,7.80亿元,80.0,48,74.0,73.2,5,3,4,4,-4.37%,一般,5.84%,一般,8.90%,一般,-14.84%,良好,-22.38%,良好,23.02%,良好,75.0,70.0,75.0,75.0,70.0
400011,东方核心动力混合,盛泽,东方,0.21亿元,80.0,80,78.0,78.8,3,4,5,4,-2.19%,良好,6.99%,一般,18.17%,良好,1.08%,优秀,-7.52%,优秀,34.15%,良好,80.0,85.0,80.0,75.0,60.0
000195,工银成长收益混合,张洋,工银,0.47亿元,76.0,76,80.0,78.39999999999999,5,4,4,3,-3.91%,一般,3.81%,一般,12.06%,良好,1.53%,优秀,1.80%,优秀,29.15%,良好,85.0,85.0,80.0,80.0,70.0
710001,富安达优势成长混,申坤,富安达,5.66亿元,80.0,36,75.0,72.6,5,3,4,4,-6.01%,不佳,9.47%,一般,12.19%,一般,-16.42%,良好,-19.29%,良好,20.45%,良好,70.0,75.0,75.0,70.0,85.0
202003,南方绩优成长混合,史博,南方,40.53亿元,84.00000000000001,72,78.0,79.2,4,4,3,5,-0.92%,良好,7.53%,一般,16.93%,良好,-1.52%,优秀,-10.82%,优秀,5.77%,一般,80.0,90.0,75.0,80.0,80.0
160916,大成优选混合(L,戴军,大成,16.46亿元,88.00000000000001,78,78.5,81.3,4,4,4,5,-4.08%,一般,9.72%,一般,17.45%,良好,-0.55%,优秀,-3.20%,优秀,39.51%,优秀,85.0,85.0,80.0,75.0,60.0
000120,中银美丽中国混合,严菲,中银,0.36亿元,76.0,38,79.0,74.0,3,3,3,5,-5.55%,一般,2.10%,不佳,9.76%,一般,-12.98%,良好,-19.94%,良好,36.91%,优秀,70.0,80.0,80.0,80.0,80.0
400013,东方成长收益灵活,张博,东方,0.24亿元,80.0,42,80.0,76.2,3,4,5,4,-1.95%,一般,4.63%,一般,9.94%,一般,-0.80%,良好,-1.88%,优秀,21.34%,一般,90.0,80.0,80.0,80.0,70.0
320003,诺安先锋混合A,杨谷,诺安,37.42亿元,76.0,68,68.0,70.39999999999999,5,4,4,3,4.73%,优秀,20.41%,优秀,11.57%,一般,-11.76%,良好,-11.74%,优秀,73.14%,优秀,70.0,65.0,65.0,70.0,85.0
110012,易方达科汇灵活配,杨嘉文,易方达,9.52亿元,88.00000000000001,34,72.0,73.0,4,4,4,5,-4.00%,一般,5.10%,一般,3.95%,不佳,-14.49%,一般,-17.75%,一般,57.71%,优秀,75.0,65.0,75.0,75.0,55.0
510081,长盛动态精选混合,郝征,长盛,2.43亿元,76.0,20,74.5,69.5,3,3,3,5,-5.80%,不佳,5.85%,一般,3.50%,不佳,-13.49%,一般,-19.16%,一般,36.76%,良好,70.0,70.0,75.0,75.0,80.0
530006,建信核心精选混合,王东杰,建信,3.92亿元,84.00000000000001,76,79.5,80.5,4,4,3,5,-4.93%,一般,9.83%,一般,15.45%,良好,-9.59%,良好,-13.98%,优秀,54.83%,优秀,95.0,85.0,80.0,75.0,60.0
160603,鹏华普天收益混合,蒋鑫,鹏华,3.66亿元,72.0,52,75.5,72.1,2,3,3,5,-3.25%,一般,10.18%,一般,10.58%,一般,-9.36%,良好,-13.38%,优秀,37.01%,优秀,70.0,70.0,75.0,75.0,90.0
050201,博时价值增长贰号,王凌霄,博时,7.28亿元,76.0,66,78.0,76.19999999999999,3,3,3,5,-3.67%,一般,4.93%,一般,15.23%,良好,-8.17%,优秀,-18.45%,良好,5.77%,一般,75.0,80.0,80.0,80.0,65.0
420009,天弘安康颐养混合,姜晓丽,天弘,11.95亿元,84.00000000000001,96,88.5,87.9,4,4,3,5,1.46%,良好,6.53%,优秀,10.33%,优秀,10.30%,优秀,8.74%,优秀,32.99%,优秀,100.0,80.0,90.0,85.0,80.0
000526,国泰浓益灵活配置,茅利伟,国泰,0.45亿元,76.0,56,83.5,78.5,4,2,3,5,0.07%,良好,6.39%,一般,9.23%,一般,3.37%,优秀,3.16%,优秀,33.14%,良好,80.0,80.0,85.0,85.0,80.0
000214,广发成长优选混合,姚秋,广发,1.53亿元,80.0,82,72.5,75.7,5,3,4,4,-4.07%,一般,15.49%,优秀,10.95%,良好,-6.88%,良好,-0.21%,优秀,26.50%,良好,85.0,80.0,70.0,70.0,70.0
160627,鹏华策略优选灵活,袁航,鹏华,3.94亿元,76.0,72,82.0,79.2,4,5,4,3,-5.06%,不佳,12.92%,良好,24.94%,优秀,0.19%,良好,-8.51%,良好,49.01%,优秀,95.0,100.0,80.0,75.0,70.0
090003,大成蓝筹稳健混合,齐炜中,大成,12.40亿元,64.0,68,77.0,72.19999999999999,1,2,3,5,0.27%,良好,6.39%,一般,16.56%,良好,-1.66%,良好,-17.56%,良好,11.06%,一般,75.0,85.0,75.0,75.0,85.0
000877,华泰柏瑞量化优选,盛豪,华泰柏瑞,7.43亿元,84.00000000000001,68,76.0,77.60000000000001,5,4,4,4,-3.78%,一般,11.89%,良好,18.70%,良好,-2.68%,良好,-9.88%,良好,17.24%,一般,85.0,85.0,75.0,75.0,65.0
630008,华商策略精选混合,王毅文,华商,6.87亿元,84.00000000000001,46,70.5,72.1,4,4,5,4,-2.76%,一般,10.78%,良好,8.42%,一般,-16.34%,一般,-11.75%,良好,38.36%,优秀,70.0,65.0,70.0,70.0,80.0
166005,中欧价值发现混合,蓝小康,中欧,21.19亿元,80.0,58,67.5,70.3,4,3,5,4,-1.21%,良好,12.95%,良好,6.13%,不佳,-9.39%,良好,-15.22%,优秀,26.95%,良好,75.0,70.0,65.0,70.0,70.0
004176,博时鑫泰混合C,杨永光,博时,0.65亿元,80.0,44,82.5,77.9,5,3,4,4,-0.16%,良好,2.44%,不佳,6.75%,一般,4.49%,优秀,4.57%,优秀,32.57%,良好,75.0,80.0,85.0,85.0,75.0
000928,国联国企改革混合,郑玲,国联,1.72亿元,88.00000000000001,90,76.0,81.0,4,4,4,5,1.04%,良好,9.27%,良好,21.71%,优秀,5.29%,优秀,-6.19%,良好,63.14%,优秀,95.0,85.0,75.0,80.0,50.0
001074,华泰柏瑞量化驱动,孔令烨,华泰柏瑞,3.46亿元,76.0,74,79.0,77.60000000000001,5,4,4,3,-2.59%,一般,11.84%,良好,18.86%,优秀,-1.53%,良好,-9.49%,良好,19.69%,一般,85.0,85.0,80.0,75.0,65.0
001609,平安鑫享混合A,张文平,平安,0.85亿元,84.00000000000001,60,86.5,83.1,4,5,4,4,2.17%,优秀,3.56%,一般,8.06%,一般,13.64%,优秀,6.11%,优秀,34.15%,良好,75.0,80.0,90.0,90.0,80.0
519756,交银国企改革灵活,沈楠,交银,22.00亿元,84.00000000000001,70,76.0,77.80000000000001,4,4,5,4,-3.50%,一般,11.51%,良好,18.53%,良好,-18.28%,一般,-7.64%,良好,69.35%,优秀,100.0,85.0,75.0,70.0,55.0
001068,国新国证新锐灵活,张洪磊,国新国证,1.27亿元,76.0,90,60.5,68.1,5,4,4,3,1.51%,优秀,34.44%,优秀,25.65%,优秀,9.90%,优秀,3.95%,优秀,19.68%,一般,55.0,70.0,55.0,50.0,100.0
460002,华泰柏瑞积极成长,陆从珍,华泰柏瑞,6.81亿元,76.0,66,80.5,77.69999999999999,4,1,4,5,-6.23%,不佳,16.35%,优秀,25.31%,优秀,-5.81%,良好,-11.90%,良好,17.73%,一般,80.0,90.0,80.0,70.0,85.0
163415,兴全商业模式优选,乔迁,兴证全球,127.28亿元,88.00000000000001,92,76.0,81.2,4,4,4,5,-0.58%,良好,15.81%,良好,25.11%,优秀,6.42%,优秀,-8.20%,优秀,49.89%,优秀,85.0,85.0,75.0,70.0,70.0
001570,南方利安A,吴剑毅,南方,2.05亿元,84.00000000000001,44,93.5,85.70000000000002,5,4,4,4,0.41%,良好,2.28%,不佳,3.55%,不佳,4.94%,优秀,6.85%,优秀,30.16%,良好,90.0,75.0,100.0,95.0,75.0
740001,长安宏观策略混合,王浩聿,长安,0.21亿元,84.00000000000001,32,71.5,71.3,5,4,4,4,-7.46%,不佳,8.49%,一般,13.14%,一般,-7.39%,优秀,-5.27%,优秀,14.29%,一般,55.0,70.0,70.0,70.0,100.0
001363,长城久惠灵活配置,程书峰,长城,0.69亿元,80.0,88,84.5,83.49999999999999,4,5,3,4,-1.59%,一般,19.75%,优秀,31.95%,优秀,-2.35%,良好,-6.08%,良好,40.85%,优秀,100.0,100.0,80.0,80.0,85.0
001882,中欧价值发现混合,蓝小康,中欧,0.45亿元,80.0,58,67.5,70.3,4,3,5,4,-1.20%,良好,12.95%,良好,6.13%,不佳,-9.39%,良好,-15.22%,优秀,26.95%,良好,75.0,70.0,65.0,70.0,70.0
673030,西部利得多策略优,盛丰衍,西部利得,1.12亿元,80.0,60,83.5,80.1,3,4,3,5,2.67%,优秀,6.71%,一般,9.19%,一般,1.78%,优秀,-0.09%,优秀,32.40%,良好,85.0,80.0,85.0,85.0,75.0
161609,融通动力先锋混合,关山,融通,6.83亿元,76.0,28,73.0,69.39999999999999,3,2,4,5,-6.00%,不佳,6.90%,一般,0.47%,不佳,-12.25%,良好,-19.51%,良好,10.12%,一般,70.0,70.0,70.0,80.0,90.0
001412,德邦鑫星价值灵活,雷涛,德邦,0.84亿元,76.0,100,64.0,71.2,4,5,4,3,20.09%,优秀,68.08%,优秀,81.59%,优秀,47.10%,优秀,27.06%,优秀,64.73%,优秀,70.0,100.0,55.0,50.0,90.0
001430,中邮乐享收益灵活,江刘玮,中邮,0.19亿元,88.00000000000001,48,78.0,78.0,4,4,4,5,0.00%,良好,4.76%,一般,10.14%,一般,5.26%,优秀,6.71%,优秀,11.66%,一般,70.0,75.0,80.0,80.0,75.0
001076,易方达改革红利混,陈皓,易方达,16.38亿元,84.00000000000001,80,74.0,77.6,3,4,4,5,-1.87%,良好,7.45%,一般,15.78%,良好,-13.72%,良好,-6.75%,优秀,43.52%,优秀,75.0,75.0,75.0,70.0,70.0
001228,国联安鑫享灵活配,薛琳,国联安,0.32亿元,84.00000000000001,58,86.0,82.60000000000001,4,3,4,5,1.72%,优秀,3.87%,一般,6.15%,一般,0.85%,良好,-0.09%,优秀,30.52%,良好,80.0,75.0,90.0,90.0,75.0
000684,长盛养老健康混合,郝征,长盛,1.17亿元,68.0,28,74.5,67.89999999999999,1,4,2,5,-6.55%,不佳,3.55%,一般,2.16%,不佳,-12.24%,一般,-13.76%,良好,33.61%,良好,65.0,70.0,75.0,70.0,90.0
001312,华安新优选灵活配,周益鸣,华安,2.23亿元,88.00000000000001,80,80.0,82.4,4,4,4,5,-0.79%,良好,6.12%,一般,11.02%,良好,8.04%,优秀,4.96%,优秀,34.59%,良好,80.0,80.0,80.0,80.0,80.0
288001,华夏经典混合,刘心任,华夏,26.26亿元,80.0,96,81.0,82.19999999999999,4,3,5,4,0.73%,优秀,10.91%,良好,23.93%,优秀,-0.05%,优秀,3.61%,优秀,112.94%,优秀,85.0,95.0,80.0,75.0,75.0
260116,景顺长城核心竞争,余广,景顺长城,13.95亿元,80.0,56,74.5,74.29999999999998,3,4,5,4,-1.49%,良好,4.76%,一般,12.29%,一般,-7.17%,优秀,-15.51%,优秀,25.96%,良好,80.0,80.0,75.0,75.0,60.0
001422,景顺长城安享回报,陈莹,景顺长城,2.31亿元,84.00000000000001,44,91.0,84.20000000000002,5,4,4,4,1.13%,良好,2.58%,不佳,6.01%,一般,4.99%,优秀,6.22%,优秀,29.63%,良好,95.0,75.0,95.0,95.0,75.0
002142,博时外延增长混合,蔡滨,博时,1.62亿元,76.0,72,74.5,74.7,3,3,3,5,-4.07%,一般,2.89%,一般,12.65%,良好,-2.28%,良好,-12.99%,良好,22.73%,良好,75.0,75.0,75.0,80.0,65.0
002059,国泰浓益灵活配置,茅利伟,国泰,0.11亿元,80.0,56,83.5,79.69999999999999,4,3,3,5,0.00%,良好,6.33%,一般,9.05%,一般,3.26%,优秀,2.90%,优秀,32.55%,良好,80.0,80.0,85.0,85.0,80.0
673050,西部利得新盈混合,袁朔,西部利得,1.49亿元,76.0,36,69.0,67.8,5,4,4,3,-5.54%,不佳,4.53%,一般,10.19%,一般,-2.55%,良好,-14.60%,良好,32.77%,良好,75.0,70.0,70.0,60.0,65.0
001444,易方达瑞选灵活配,杨康,易方达,1.05亿元,80.0,46,80.0,76.6,5,3,4,4,0.12%,良好,2.82%,不佳,9.69%,一般,8.55%,优秀,6.08%,优秀,39.66%,优秀,80.0,85.0,80.0,80.0,75.0
420003,天弘永定价值成长,刘国江,天弘,6.45亿元,76.0,98,82.0,81.8,2,4,3,5,0.91%,优秀,17.35%,优秀,24.23%,优秀,-5.30%,优秀,-10.93%,优秀,30.40%,良好,100.0,90.0,80.0,80.0,70.0
001443,易方达瑞选灵活配,杨康,易方达,0.44亿元,84.00000000000001,58,80.0,79.0,5,4,4,4,0.12%,良好,2.95%,一般,9.91%,一般,8.93%,优秀,6.68%,优秀,41.08%,优秀,80.0,85.0,80.0,80.0,75.0
001903,光大欣鑫混合A,陈栋,光大保德信,0.05亿元,84.00000000000001,90,82.0,83.4,5,4,4,4,-1.86%,一般,15.88%,优秀,22.86%,优秀,7.68%,优秀,9.65%,优秀,35.88%,良好,100.0,95.0,80.0,75.0,70.0
001904,光大欣鑫混合C,陈栋,光大保德信,0.07亿元,80.0,90,82.0,82.19999999999999,5,3,4,4,-1.96%,一般,15.75%,优秀,22.62%,优秀,7.18%,优秀,9.09%,优秀,34.92%,良好,100.0,95.0,80.0,75.0,70.0
002363,华安安康灵活配置,石雨欣,华安,25.38亿元,84.00000000000001,80,83.0,83.0,5,4,4,4,-0.69%,良好,5.36%,一般,11.01%,良好,8.96%,优秀,5.76%,优秀,35.35%,良好,80.0,80.0,85.0,80.0,80.0
002016,南方荣光C,郑迎迎,南方,1.69亿元,80.0,38,89.5,81.49999999999999,5,3,4,4,0.52%,一般,0.64%,不佳,4.15%,不佳,4.15%,良好,5.06%,良好,32.45%,优秀,80.0,75.0,95.0,95.0,75.0
002157,长盛盛世混合C,李琪,长盛,0.12亿元,80.0,88,81.0,81.39999999999999,4,3,3,5,4.36%,优秀,14.39%,良好,15.58%,良好,9.83%,优秀,5.03%,优秀,29.66%,良好,85.0,85.0,80.0,80.0,80.0
160220,国泰民益混合(L,樊利安,国泰,0.47亿元,88.00000000000001,56,83.0,81.8,4,4,4,5,1.09%,良好,6.99%,一般,8.29%,一般,3.75%,优秀,3.79%,优秀,35.02%,良好,75.0,80.0,85.0,85.0,80.0
002085,长盛互联网+混合,杨秋鹏,长盛,0.35亿元,76.0,92,72.0,75.2,4,5,4,3,1.22%,良好,34.70%,优秀,44.96%,优秀,-7.45%,良好,-9.81%,良好,39.64%,优秀,85.0,100.0,65.0,55.0,90.0
002186,国联安鑫享灵活配,薛琳,国联安,0.05亿元,84.00000000000001,58,86.0,82.60000000000001,4,3,4,5,1.70%,优秀,3.81%,一般,6.05%,一般,0.65%,良好,-0.40%,优秀,29.86%,良好,80.0,75.0,90.0,90.0,75.0
002116,广发安享混合A,吴敌,广发,2.36亿元,80.0,44,92.5,83.9,5,3,4,4,0.64%,良好,1.79%,不佳,3.61%,不佳,4.96%,优秀,6.24%,优秀,25.25%,良好,75.0,75.0,100.0,100.0,75.0
519022,国泰金泰灵活配置,李海,国泰,3.31亿元,84.00000000000001,86,79.0,81.19999999999999,4,3,4,5,-2.17%,一般,15.50%,优秀,17.04%,良好,13.44%,优秀,0.88%,优秀,57.99%,优秀,80.0,85.0,80.0,70.0,75.0
160226,国泰民益混合(L,樊利安,国泰,0.10亿元,84.00000000000001,56,83.0,80.6,4,3,4,5,1.06%,良好,6.93%,一般,8.17%,一般,3.54%,优秀,3.46%,优秀,34.34%,良好,75.0,80.0,85.0,85.0,80.0
002639,天弘价值精选混合,胡彧,天弘,0.81亿元,84.00000000000001,46,93.5,85.9,5,4,4,4,0.98%,良好,2.58%,不佳,5.50%,一般,3.64%,优秀,4.88%,优秀,37.87%,优秀,85.0,75.0,100.0,100.0,75.0
001580,南方利安C,吴剑毅,南方,4.45亿元,80.0,44,93.5,84.5,5,3,4,4,0.39%,良好,2.23%,不佳,3.45%,不佳,4.75%,优秀,6.60%,优秀,29.60%,良好,90.0,75.0,100.0,95.0,75.0
519766,交银荣鑫灵活配置,余李平,交银,0.77亿元,80.0,60,79.0,77.4,4,3,3,5,0.92%,良好,11.59%,良好,9.99%,一般,3.81%,优秀,4.11%,优秀,28.92%,良好,65.0,80.0,80.0,80.0,85.0
519646,银河鑫利混合I,刘铭,银河,0.00亿元,64.0,24,77.0,67.8,1,3,2,5,0.00%,良好,0.00%,不佳,0.00%,不佳,0.00%,良好,-31.10%,不佳,-4.51%,不佳,0.0,70.0,100.0,100.0,0.0
002010,中欧瑾通灵活配置,华李成,中欧,12.75亿元,80.0,60,83.5,80.1,5,3,4,4,2.83%,优秀,5.27%,一般,8.39%,一般,7.99%,优秀,8.19%,优秀,27.82%,良好,80.0,80.0,85.0,85.0,80.0
001373,易方达新丝路灵活,杨宗昌,易方达,28.61亿元,80.0,46,73.5,72.69999999999999,4,3,5,4,-4.19%,一般,7.73%,良好,9.65%,一般,-13.82%,一般,-12.23%,良好,75.90%,优秀,70.0,70.0,75.0,75.0,70.0
002043,天治研究驱动混合,许家涵,天治,0.17亿元,72.0,68,77.0,74.6,3,3,2,5,-5.15%,不佳,13.10%,良好,11.32%,良好,12.05%,优秀,-6.84%,良好,46.87%,优秀,65.0,85.0,75.0,75.0,95.0
161706,招商优质成长混合,吴潇,招商,22.24亿元,88.00000000000001,92,82.5,85.10000000000001,4,4,4,5,-1.05%,良好,12.26%,良好,28.15%,优秀,26.73%,优秀,18.27%,优秀,67.49%,优秀,80.0,100.0,80.0,75.0,90.0
003379,中信保诚至选混合,提云涛,中信保诚,5.23亿元,84.00000000000001,56,87.5,83.3,5,4,4,4,1.23%,良好,4.59%,一般,7.74%,一般,7.59%,优秀,7.87%,优秀,34.29%,良好,95.0,80.0,90.0,85.0,75.0
001723,华商新动力混合A,刘力,华商,0.83亿元,80.0,90,76.5,78.9,4,5,3,4,4.62%,优秀,25.10%,优秀,37.49%,优秀,0.92%,优秀,-4.08%,优秀,6.95%,一般,75.0,90.0,75.0,65.0,85.0
519778,交银经济新动力混,郭斐,交银,28.15亿元,80.0,80,80.5,80.3,3,4,3,5,2.05%,优秀,4.29%,一般,13.83%,良好,-7.91%,良好,-15.30%,良好,32.38%,良好,90.0,85.0,80.0,80.0,70.0
001499,国投瑞银新增长混,敬夏玺,国投瑞银,0.23亿元,88.00000000000001,62,83.5,82.7,4,4,4,5,2.62%,优秀,6.09%,一般,7.50%,一般,3.44%,优秀,4.46%,优秀,40.59%,优秀,80.0,80.0,85.0,85.0,80.0
002778,新疆前海联合新思,张磊,前海联合,0.00亿元,84.00000000000001,80,80.0,81.2,5,4,4,4,-2.86%,一般,7.79%,良好,13.08%,良好,-0.58%,良好,-0.46%,优秀,42.29%,优秀,85.0,85.0,80.0,80.0,70.0
161222,国投瑞银瑞利混合,綦缚鹏,国投瑞银,13.47亿元,80.0,50,75.0,74.0,4,3,5,4,-1.46%,一般,7.43%,一般,8.48%,一般,-6.32%,良好,-5.41%,良好,66.62%,优秀,80.0,75.0,75.0,80.0,65.0
003346,安信新成长混合C,陈一峰,安信,0.18亿元,80.0,56,84.0,80.0,5,3,4,4,0.59%,良好,4.58%,一般,9.70%,一般,7.16%,优秀,5.89%,优秀,27.46%,良好,90.0,80.0,85.0,85.0,75.0
501022,银华鑫盛灵活配置,王海峰,银华,20.80亿元,80.0,78,76.0,77.39999999999999,3,4,5,4,-4.00%,一般,9.48%,良好,12.81%,良好,-8.29%,良好,-15.75%,良好,83.90%,优秀,90.0,80.0,75.0,75.0,65.0
002938,中银证券健康产业,李明蔚,中银国际,1.47亿元,84.00000000000001,10,58.0,61.0,4,4,5,4,-8.41%,不佳,1.15%,不佳,-12.33%,不佳,-34.03%,不佳,-19.56%,一般,62.18%,优秀,50.0,50.0,55.0,60.0,90.0
003432,中信保诚至瑞混合,提云涛,中信保诚,1.21亿元,84.00000000000001,56,86.5,82.69999999999999,5,4,4,4,0.07%,良好,2.92%,一般,5.90%,一般,4.97%,优秀,5.49%,优秀,31.80%,良好,85.0,80.0,90.0,85.0,75.0
003154,华宝新活力混合,曾健飞,华宝,0.52亿元,80.0,64,82.5,79.9,4,3,3,5,4.02%,优秀,8.25%,良好,10.11%,一般,8.83%,优秀,5.43%,优秀,30.35%,良好,70.0,80.0,85.0,85.0,80.0
000554,南方中国梦灵活配,张延闽,南方,1.26亿元,84.00000000000001,72,74.5,77.10000000000001,4,3,4,5,-2.73%,一般,5.13%,一般,12.67%,良好,-8.13%,良好,-11.29%,良好,37.38%,良好,70.0,70.0,75.0,75.0,80.0
001148,申万菱信多策略灵,梁国柱,申万,0.33亿元,80.0,100,74.5,78.69999999999999,4,5,3,4,9.79%,优秀,51.06%,优秀,44.20%,优秀,16.18%,优秀,14.40%,优秀,63.90%,优秀,65.0,100.0,70.0,60.0,100.0
519727,交银成长30混合,郭斐,交银,8.87亿元,88.00000000000001,84,80.5,83.10000000000001,4,4,4,5,2.31%,优秀,5.32%,一般,16.60%,良好,-5.96%,优秀,-13.14%,优秀,30.27%,良好,90.0,85.0,80.0,80.0,70.0
003396,东方红优享红利混,周云,上海东方,11.52亿元,84.00000000000001,78,80.0,81.0,4,4,3,5,-2.56%,一般,12.51%,良好,19.67%,优秀,7.25%,优秀,-2.35%,优秀,21.02%,一般,90.0,85.0,80.0,75.0,70.0
003484,金鹰鑫益混合A,林龙军,金鹰,1.61亿元,88.00000000000001,60,89.0,85.8,4,4,4,5,2.76%,优秀,3.46%,一般,7.30%,一般,3.45%,优秀,2.94%,优秀,24.98%,良好,75.0,75.0,95.0,90.0,80.0
002663,前海开源沪港深大,田维,前海开源,0.52亿元,80.0,42,79.0,75.60000000000001,3,3,4,5,-1.77%,一般,6.28%,一般,7.60%,一般,-21.62%,不佳,-7.77%,良好,53.27%,优秀,85.0,80.0,80.0,80.0,65.0
519949,长信利信混合A,陆晓锋,长信,0.03亿元,80.0,72,77.5,77.7,5,3,4,4,0.00%,良好,9.12%,良好,18.78%,良好,-2.21%,良好,-6.74%,良好,19.21%,一般,65.0,85.0,75.0,75.0,100.0
003345,安信新成长混合A,陈一峰,安信,4.85亿元,84.00000000000001,56,84.0,81.19999999999999,5,4,4,4,0.64%,良好,4.69%,一般,9.93%,一般,7.59%,优秀,6.54%,优秀,28.76%,良好,90.0,80.0,85.0,85.0,75.0
