代码,简称,基金经理,基金公司,资产规模,评级评分,涨幅评分,业绩评分,综合评分,上海证券评级,招商证券评级,济安金信评级,晨星评级,近3月涨幅,近3月四分位,近6月涨幅,近6月四分位,近1年涨幅,近1年四分位,近2年涨幅,近2年四分位,近3年涨幅,近3年四分位,近5年涨幅,近5年四分位,选证能力,收益率,抗风险,稳定性,择时能力
630002,华商盛世成长混合,周海栋,华商,34.73亿元,100.0,78,72.0,80.99999999999999,5,5,5,5,-5.10%,一般,9.12%,一般,15.62%,良好,-1.20%,优秀,11.52%,优秀,81.58%,优秀,75.0,75.0,70.0,70.0,80.0
260112,景顺长城能源基建,鲍无可,景顺长城,34.88亿元,100.0,66,79.5,84.29999999999998,5,5,5,5,-3.13%,一般,1.56%,不佳,15.91%,良好,22.08%,优秀,34.32%,优秀,76.50%,优秀,80.0,85.0,80.0,80.0,70.0
290012,泰信行业精选混合,王博强,泰信,2.88亿元,100.0,56,55.5,68.89999999999999,5,5,5,5,-2.13%,一般,9.53%,良好,-4.20%,不佳,10.94%,优秀,20.21%,优秀,28.70%,良好,65.0,55.0,50.0,55.0,80.0
121001,国投瑞银融华债券,杨枫,国投瑞银,13.08亿元,100.0,72,87.5,89.7,5,5,5,5,0.88%,良好,2.65%,一般,8.37%,良好,10.65%,优秀,9.13%,优秀,16.41%,一般,90.0,80.0,90.0,90.0,75.0
000743,红塔红土盛世普益,赵耀,红塔红土,0.26亿元,100.0,90,84.0,89.4,5,5,5,5,4.93%,优秀,10.86%,良好,16.91%,良好,11.78%,优秀,21.33%,优秀,82.75%,优秀,85.0,85.0,85.0,80.0,80.0
000390,华商优势行业混合,周海栋,华商,74.04亿元,100.0,80,76.5,83.9,5,5,5,5,-4.13%,一般,9.65%,良好,16.98%,良好,-1.38%,良好,13.80%,优秀,103.59%,优秀,75.0,80.0,75.0,75.0,85.0
000573,天弘通利混合A,金梦,天弘,9.50亿元,100.0,88,78.5,85.89999999999999,5,5,5,5,-3.78%,一般,12.63%,良好,23.70%,优秀,10.33%,优秀,28.12%,优秀,57.29%,优秀,90.0,95.0,75.0,75.0,75.0
000522,华润元大信息传媒,刘宏毅,华润,2.08亿元,100.0,100,73.5,84.1,5,5,5,5,3.20%,优秀,19.69%,优秀,49.60%,优秀,57.01%,优秀,43.79%,优秀,62.50%,优秀,70.0,100.0,70.0,60.0,85.0
001302,前海开源金银珠宝,吴国清,前海开源,3.25亿元,100.0,60,70.0,78.0,5,5,5,5,-9.19%,不佳,-5.28%,不佳,21.05%,优秀,8.63%,优秀,22.46%,优秀,39.26%,优秀,75.0,75.0,70.0,65.0,65.0
090007,大成策略回报混合,徐彦,大成,35.15亿元,100.0,90,80.5,87.3,5,5,5,5,3.00%,优秀,15.27%,良好,20.73%,良好,18.39%,优秀,15.37%,优秀,77.18%,优秀,95.0,90.0,80.0,80.0,60.0
210002,金鹰红利价值混合,陈颖,金鹰,14.45亿元,100.0,100,70.0,82.0,5,5,5,5,4.30%,优秀,22.86%,优秀,27.13%,优秀,33.92%,优秀,42.03%,优秀,125.17%,优秀,70.0,80.0,65.0,70.0,90.0
002252,融通成长30灵活,范琨,融通,1.87亿元,100.0,66,78.0,83.39999999999999,5,5,5,5,-4.48%,一般,-1.81%,不佳,13.20%,良好,21.79%,优秀,18.13%,优秀,84.40%,优秀,75.0,80.0,80.0,80.0,65.0
483003,工银精选平衡混合,杨鑫鑫,工银,24.55亿元,100.0,82,79.5,85.89999999999999,5,5,5,5,-2.34%,良好,6.29%,一般,13.80%,良好,11.70%,优秀,10.16%,优秀,108.49%,优秀,85.0,85.0,80.0,80.0,65.0
003175,华泰柏瑞多策略混,董辰,华泰柏瑞,6.05亿元,100.0,72,72.5,80.7,5,5,5,5,-8.13%,不佳,4.32%,一般,23.22%,优秀,9.49%,优秀,23.47%,优秀,87.19%,优秀,85.0,85.0,70.0,75.0,60.0
001722,工银银和利混合,郭雪松,工银,4.30亿元,100.0,98,80.0,87.8,5,5,5,5,2.73%,优秀,8.81%,优秀,14.93%,优秀,6.29%,优秀,2.73%,良好,43.04%,优秀,85.0,85.0,80.0,80.0,70.0
003715,宝盈消费主题混合,杨思亮,宝盈,3.80亿元,100.0,82,80.5,86.5,5,5,5,5,0.66%,良好,6.94%,一般,13.26%,良好,7.98%,优秀,4.76%,优秀,65.09%,优秀,90.0,85.0,80.0,80.0,70.0
160323,华夏磐泰混合(L,张城源,华夏,5.53亿元,100.0,100,80.0,88.0,5,5,5,5,4.30%,优秀,13.24%,优秀,13.84%,优秀,19.96%,优秀,23.31%,优秀,51.67%,优秀,65.0,85.0,80.0,80.0,90.0
004316,前海开源沪港深裕,王霞,前海开源,7.30亿元,100.0,88,79.5,86.49999999999999,5,5,5,5,-2.90%,一般,9.68%,良好,32.50%,优秀,20.24%,优秀,18.56%,优秀,62.90%,优秀,90.0,95.0,80.0,75.0,55.0
003598,华商润丰灵活配置,胡中原,华商,5.66亿元,100.0,100,75.5,85.3,5,5,5,5,14.99%,优秀,51.49%,优秀,55.46%,优秀,43.03%,优秀,54.42%,优秀,166.41%,优秀,80.0,100.0,70.0,65.0,90.0
004206,华商元亨混合A,胡中原,华商,9.63亿元,100.0,100,82.5,89.5,5,5,5,5,13.02%,优秀,42.36%,优秀,49.11%,优秀,41.28%,优秀,51.29%,优秀,131.81%,优秀,75.0,100.0,80.0,70.0,100.0
004496,前海开源多元策略,叶嘉,前海开源,2.54亿元,100.0,76,80.0,85.6,5,5,5,5,-6.44%,不佳,12.54%,良好,30.38%,优秀,11.16%,优秀,3.98%,优秀,78.29%,优秀,100.0,90.0,80.0,75.0,55.0
002602,易方达丰惠混合,杨康,易方达,3.20亿元,100.0,74,87.5,89.9,5,5,5,5,0.77%,一般,2.10%,一般,9.26%,优秀,10.27%,优秀,11.02%,优秀,20.85%,一般,90.0,85.0,90.0,85.0,75.0
004475,华泰柏瑞富利混合,董辰,华泰柏瑞,41.68亿元,100.0,72,72.0,80.39999999999999,5,5,5,5,-8.11%,不佳,3.09%,一般,21.82%,优秀,8.14%,优秀,22.74%,优秀,126.66%,优秀,85.0,85.0,70.0,70.0,60.0
166301,华商新趋势优选灵,周海栋,华商,92.01亿元,100.0,74,72.5,80.9,5,5,5,5,-5.06%,不佳,10.18%,良好,20.08%,优秀,-0.44%,良好,15.77%,优秀,151.00%,优秀,75.0,80.0,70.0,70.0,80.0
004685,金元顺安元启灵活,缪玮彬,金元顺安,11.73亿元,100.0,94,73.5,83.5,5,5,5,5,4.07%,优秀,18.42%,优秀,12.93%,良好,25.90%,优秀,74.68%,优秀,275.24%,优秀,70.0,80.0,70.0,75.0,90.0
005576,华泰柏瑞新金融地,杨景涵,华泰柏瑞,10.03亿元,100.0,92,81.0,87.8,5,5,5,5,-2.20%,一般,19.13%,优秀,40.71%,优秀,29.58%,优秀,35.75%,优秀,55.15%,优秀,100.0,100.0,80.0,75.0,55.0
090019,大成景恒混合A,苏秉毅,大成,3.03亿元,100.0,100,59.0,75.4,5,5,5,5,7.05%,优秀,42.41%,优秀,22.08%,优秀,15.25%,优秀,13.92%,优秀,83.31%,优秀,65.0,75.0,50.0,55.0,95.0
002849,金信智能中国20,刘榕俊,金信,1.96亿元,100.0,96,83.0,89.4,5,5,5,5,3.39%,优秀,13.06%,良好,33.61%,优秀,43.99%,优秀,44.95%,优秀,80.26%,优秀,100.0,100.0,80.0,80.0,70.0
005974,东方红配置精选混,孔令超,上海东方,8.77亿元,100.0,76,85.0,88.6,5,5,5,5,-0.43%,不佳,5.09%,良好,12.18%,优秀,9.26%,优秀,9.88%,优秀,35.59%,优秀,95.0,85.0,85.0,85.0,75.0
005632,鹏华量化先锋混合,时赟超,鹏华,1.21亿元,100.0,94,72.5,82.9,5,5,5,5,4.02%,优秀,21.29%,优秀,17.50%,良好,0.04%,优秀,-1.96%,优秀,51.15%,优秀,75.0,80.0,70.0,70.0,80.0
006551,中庚价值领航混合,刘晟,中庚,27.42亿元,100.0,52,70.0,77.2,5,5,5,5,-10.71%,不佳,1.91%,不佳,15.19%,良好,-13.50%,良好,-7.62%,优秀,60.95%,优秀,80.0,70.0,70.0,65.0,65.0
006700,红土创新稳健混合,陈若劲,红土创新,0.67亿元,100.0,54,86.0,87.0,5,5,5,5,-1.06%,不佳,-0.25%,不佳,7.49%,良好,10.67%,优秀,9.16%,优秀,43.28%,优秀,80.0,80.0,90.0,85.0,75.0
007811,淳厚信泽混合A,薛莉丽,淳厚,2.20亿元,100.0,100,79.5,87.69999999999999,5,5,5,5,2.17%,优秀,15.16%,优秀,28.59%,优秀,8.01%,优秀,2.14%,优秀,70.98%,优秀,85.0,90.0,80.0,75.0,65.0
008269,大成睿享混合A,徐彦,大成,37.74亿元,100.0,96,81.0,88.19999999999999,5,5,5,5,2.98%,优秀,14.40%,良好,21.90%,优秀,16.93%,优秀,17.67%,优秀,81.16%,优秀,95.0,90.0,80.0,80.0,65.0
008515,国富基本面优选混,赵晓东,国海,26.34亿元,100.0,88,77.0,84.99999999999999,5,5,5,5,-5.65%,一般,13.08%,良好,30.39%,优秀,9.33%,优秀,4.55%,优秀,---,,90.0,100.0,75.0,70.0,60.0
000965,汇丰晋信新动力混,闵良超,汇丰晋信,25.95亿元,100.0,86,75.5,83.89999999999999,5,5,5,5,-0.81%,良好,13.48%,良好,20.49%,良好,7.86%,优秀,6.89%,优秀,40.43%,优秀,80.0,85.0,75.0,70.0,70.0
008347,中信建投甄选混合,栾江伟,中信建投,6.14亿元,100.0,100,78.0,86.8,5,5,5,5,3.76%,优秀,21.23%,优秀,23.40%,优秀,5.83%,优秀,9.12%,优秀,108.44%,优秀,90.0,90.0,75.0,70.0,80.0
008186,淳厚信睿混合A,薛莉丽,淳厚,9.46亿元,100.0,92,77.5,85.7,5,5,5,5,0.46%,良好,16.83%,良好,29.43%,优秀,7.10%,优秀,8.10%,优秀,---,,85.0,90.0,75.0,75.0,75.0
009098,景顺长城价值领航,鲍无可,景顺长城,9.27亿元,100.0,66,79.5,84.29999999999998,5,5,5,5,-3.83%,一般,0.86%,不佳,20.52%,良好,25.25%,优秀,43.77%,优秀,---,,85.0,90.0,80.0,80.0,60.0
009100,安信稳健增利混合,张翼飞,安信,42.41亿元,100.0,92,80.5,87.5,5,5,5,5,0.04%,一般,6.84%,优秀,12.92%,优秀,8.81%,优秀,12.83%,优秀,---,,90.0,85.0,80.0,80.0,70.0
008809,安信民稳增长混合,张翼飞,安信,22.94亿元,100.0,80,80.5,86.3,5,5,5,5,-2.07%,不佳,8.53%,优秀,18.96%,优秀,10.10%,优秀,17.77%,优秀,55.02%,优秀,90.0,90.0,80.0,80.0,65.0
005984,兴业聚华混合A,丁进,兴业,16.72亿元,100.0,100,81.5,88.9,5,5,5,5,6.10%,优秀,13.10%,优秀,19.38%,优秀,16.39%,优秀,14.68%,优秀,---,,100.0,85.0,80.0,80.0,70.0
009649,嘉实精选平衡混合,董福焱,嘉实,1.09亿元,100.0,96,75.0,84.6,5,5,5,5,-1.76%,良好,11.76%,优秀,12.66%,优秀,2.46%,优秀,3.04%,优秀,---,,85.0,80.0,75.0,75.0,60.0
009268,创金合信稳健增利,王鑫,创金合信,0.39亿元,100.0,78,84.0,88.2,5,5,5,5,0.70%,一般,2.20%,一般,7.94%,良好,12.07%,优秀,15.27%,优秀,---,,90.0,80.0,85.0,85.0,75.0
970006,华安证券汇赢增利,樊艳,华安证券资管,0.10亿元,100.0,70,82.0,86.19999999999999,5,5,5,5,-0.05%,良好,2.08%,不佳,10.89%,良好,9.09%,优秀,10.08%,优秀,---,,80.0,85.0,85.0,80.0,65.0
008060,景顺长城价值边际,鲍无可,景顺长城,34.26亿元,100.0,72,79.5,84.89999999999999,5,5,5,5,-4.43%,一般,-0.32%,不佳,20.86%,优秀,26.10%,优秀,39.68%,优秀,---,,85.0,90.0,80.0,80.0,60.0
009931,淳厚欣享一年持有,陈文,淳厚,4.00亿元,100.0,96,78.5,86.69999999999999,5,5,5,5,0.28%,良好,17.76%,优秀,30.50%,优秀,8.12%,优秀,8.68%,优秀,---,,90.0,95.0,75.0,75.0,75.0
009849,安信稳健聚申一年,张翼飞,安信,3.86亿元,100.0,80,80.5,86.3,5,5,5,5,-0.75%,不佳,8.93%,优秀,17.83%,优秀,10.11%,优秀,16.07%,优秀,---,,90.0,85.0,80.0,80.0,70.0
009907,湘财长泽灵活配置,徐亦达,湘财,4.44亿元,100.0,88,80.5,87.1,5,5,5,5,-2.99%,一般,13.04%,良好,24.92%,优秀,7.24%,优秀,18.31%,优秀,---,,100.0,90.0,80.0,80.0,55.0
010551,淳厚欣颐一年持有,薛莉丽,淳厚,1.70亿元,100.0,92,76.5,85.10000000000001,5,5,5,5,-2.03%,良好,13.84%,良好,26.24%,优秀,4.36%,优秀,-3.27%,优秀,---,,85.0,90.0,75.0,75.0,65.0
010379,广发均衡优选混合,王明旭,广发,31.91亿元,100.0,78,79.5,85.49999999999999,5,5,5,5,-4.63%,一般,4.29%,一般,12.78%,优秀,-3.72%,良好,-7.22%,良好,---,,80.0,90.0,80.0,75.0,70.0
010178,大成企业能力驱动,李博,大成,29.13亿元,100.0,88,80.0,86.8,5,5,5,5,-2.47%,良好,6.82%,一般,23.89%,优秀,12.34%,优秀,1.04%,优秀,---,,90.0,95.0,80.0,80.0,55.0
010929,大成核心价值甄选,刘旭,大成,8.13亿元,100.0,82,79.5,85.89999999999999,5,5,5,5,-0.72%,良好,9.64%,一般,19.65%,良好,13.86%,优秀,8.04%,优秀,---,,85.0,90.0,80.0,80.0,60.0
010761,华商甄选回报混合,周海栋,华商,62.94亿元,100.0,88,76.0,84.39999999999999,5,5,5,5,-4.13%,一般,13.39%,良好,26.56%,优秀,5.17%,优秀,27.32%,优秀,---,,80.0,90.0,75.0,70.0,70.0
011251,华安聚嘉精选混合,王斌,华安,12.93亿元,100.0,66,75.5,81.89999999999999,5,5,5,5,-4.07%,一般,2.48%,不佳,16.34%,良好,-0.93%,优秀,-1.66%,优秀,---,,80.0,85.0,75.0,80.0,60.0
010742,南方宁悦一年持有,孙鲁闽,南方,4.31亿元,100.0,78,87.5,90.3,5,5,5,5,0.64%,一般,3.25%,一般,9.01%,良好,8.02%,优秀,8.49%,优秀,---,,95.0,80.0,90.0,85.0,75.0
011018,景顺长城安泽回报,李怡文,景顺长城,0.92亿元,100.0,80,81.5,86.9,5,5,5,5,-0.44%,不佳,6.83%,优秀,16.43%,优秀,12.73%,优秀,17.00%,优秀,---,,100.0,85.0,80.0,80.0,70.0
006624,中泰玉衡价值优选,姜诚,中泰证券(上海)资管,17.19亿元,100.0,84,77.0,84.6,5,5,5,5,-2.34%,一般,6.93%,一般,19.20%,优秀,6.95%,优秀,12.22%,优秀,125.32%,优秀,90.0,90.0,75.0,75.0,65.0
011152,国富兴海回报混合,赵晓东,国海,12.45亿元,100.0,88,80.5,87.1,5,5,5,5,-5.17%,一般,13.52%,良好,33.21%,优秀,8.93%,优秀,2.00%,优秀,---,,95.0,100.0,80.0,75.0,55.0
519198,万家颐和灵活配置,章恒,万家,3.52亿元,100.0,44,71.5,77.30000000000001,5,5,5,5,-12.86%,不佳,-1.79%,不佳,11.37%,良好,-19.56%,一般,-2.27%,优秀,80.38%,优秀,75.0,80.0,70.0,70.0,70.0
002258,大成国企改革灵活,韩创,大成,12.20亿元,100.0,80,72.0,81.19999999999999,5,5,5,5,-3.96%,一般,5.69%,一般,25.33%,优秀,-2.47%,良好,-4.36%,良好,167.02%,优秀,75.0,85.0,70.0,70.0,70.0
009689,易方达瑞锦混合A,杨康,易方达,5.87亿元,100.0,82,84.0,88.60000000000001,5,5,5,5,1.23%,良好,4.95%,一般,14.17%,良好,15.78%,优秀,18.22%,优秀,---,,80.0,85.0,85.0,85.0,80.0
009263,华宝红利精选混合,唐雪倩,华宝,1.45亿元,100.0,70,80.5,85.3,5,5,5,5,-1.70%,良好,3.81%,不佳,18.06%,良好,16.10%,优秀,7.74%,优秀,---,,85.0,95.0,80.0,80.0,65.0
080005,长盛量化红利混合,王宁,长盛,12.71亿元,100.0,70,80.5,85.3,5,5,5,5,-2.80%,良好,2.20%,不佳,16.66%,良好,16.57%,优秀,12.16%,优秀,95.73%,优秀,80.0,95.0,80.0,80.0,70.0
257040,国联安红利混合,徐俊,国联安,0.85亿元,88.00000000000001,80,82.5,83.9,5,2,5,5,-4.61%,一般,12.55%,良好,21.17%,良好,10.71%,优秀,10.52%,优秀,35.52%,良好,100.0,95.0,80.0,80.0,70.0
090013,大成竞争优势混合,徐彦,大成,32.60亿元,92.0,96,81.0,85.80000000000001,5,3,5,5,2.24%,优秀,14.53%,良好,22.16%,优秀,18.45%,优秀,19.31%,优秀,89.40%,优秀,95.0,90.0,80.0,80.0,65.0
090016,大成消费主题混合,齐炜中,大成,6.74亿元,96.0,90,72.5,81.3,5,4,5,5,3.36%,优秀,16.75%,良好,13.75%,良好,-4.30%,优秀,-3.15%,优秀,85.38%,优秀,70.0,75.0,70.0,70.0,90.0
519997,长信银利精选混合,许望伟,长信,3.76亿元,92.0,78,80.5,83.69999999999999,5,5,5,4,-4.79%,一般,7.61%,一般,18.81%,良好,7.98%,优秀,-2.55%,优秀,72.69%,优秀,80.0,90.0,80.0,75.0,80.0
080001,长盛成长价值混合,王宁,长盛,4.20亿元,96.0,46,80.0,81.39999999999999,4,5,5,5,-2.77%,良好,2.49%,不佳,11.58%,一般,6.04%,优秀,5.39%,优秀,47.86%,优秀,85.0,85.0,80.0,80.0,70.0
000058,国联安安泰灵活配,刘佃贵,国联安,3.87亿元,96.0,80,84.0,87.19999999999999,5,5,4,5,0.62%,良好,7.01%,一般,14.34%,良好,9.56%,优秀,10.18%,优秀,37.03%,良好,90.0,85.0,85.0,80.0,75.0
240004,华宝动力组合混合,刘自强,华宝,11.82亿元,92.0,98,66.5,77.3,5,5,5,4,4.24%,优秀,29.51%,优秀,26.16%,优秀,-15.63%,良好,-4.73%,优秀,64.80%,优秀,85.0,80.0,60.0,55.0,85.0
519181,万家和谐增长混合,莫海波,万家,8.81亿元,84.00000000000001,74,80.5,80.9,5,5,5,3,-6.09%,不佳,14.37%,良好,40.08%,优秀,4.51%,优秀,-2.79%,良好,66.94%,优秀,80.0,100.0,80.0,65.0,80.0
519183,万家双引擎灵活配,叶勇,万家,9.58亿元,92.0,52,69.0,74.2,5,5,5,4,-6.71%,不佳,-4.71%,不佳,18.26%,良好,0.46%,良好,3.73%,优秀,43.99%,优秀,75.0,80.0,65.0,70.0,75.0
519995,长信金利趋势混合,高远,长信,52.22亿元,96.0,92,76.5,83.89999999999999,5,4,5,5,-2.58%,良好,12.49%,良好,22.68%,优秀,-4.62%,优秀,-11.22%,优秀,72.18%,优秀,85.0,85.0,75.0,75.0,70.0
000574,宝盈新价值混合A,杨思亮,宝盈,10.19亿元,96.0,82,80.5,85.3,4,5,5,5,-0.73%,良好,4.20%,一般,13.84%,良好,11.81%,优秀,14.09%,优秀,108.19%,优秀,90.0,85.0,80.0,80.0,70.0
000880,富国研究精选灵活,刘莉莉,富国,8.03亿元,92.0,66,71.5,77.1,5,5,5,4,-5.74%,不佳,4.89%,一般,11.75%,良好,9.58%,优秀,9.34%,优秀,66.16%,优秀,80.0,80.0,70.0,70.0,65.0
519191,万家新利灵活配置,黄海,万家,8.74亿元,96.0,30,67.0,72.0,4,5,5,5,-17.02%,不佳,-7.22%,不佳,-6.01%,不佳,4.86%,优秀,47.51%,优秀,70.72%,优秀,70.0,70.0,65.0,65.0,75.0
001338,安信稳健增值混合,张翼飞,安信,44.32亿元,92.0,56,80.0,81.19999999999999,5,3,5,5,0.37%,良好,5.41%,一般,9.22%,一般,9.14%,优秀,10.75%,优秀,25.56%,良好,85.0,80.0,80.0,80.0,75.0
001316,安信稳健增值混合,张翼飞,安信,68.84亿元,96.0,56,80.0,82.39999999999999,5,4,5,5,0.50%,良好,5.68%,一般,9.77%,一般,10.25%,优秀,12.44%,优秀,28.74%,良好,85.0,80.0,80.0,80.0,75.0
001470,融通通鑫灵活配置,余志勇,融通,0.35亿元,96.0,58,86.5,86.49999999999999,5,4,5,5,1.03%,良好,3.99%,一般,6.29%,一般,5.85%,优秀,22.70%,优秀,47.63%,优秀,85.0,75.0,90.0,90.0,75.0
519702,交银趋势混合A,杨金金,交银,43.84亿元,92.0,44,71.0,74.60000000000001,5,5,5,4,-2.60%,良好,2.48%,不佳,8.56%,一般,-8.49%,良好,-8.38%,优秀,166.71%,优秀,80.0,75.0,70.0,75.0,60.0
001194,景顺长城稳健回报,陈莹,景顺长城,0.66亿元,96.0,100,77.5,85.3,5,5,4,5,11.89%,优秀,42.59%,优秀,74.23%,优秀,48.44%,优秀,48.85%,优秀,78.15%,优秀,80.0,100.0,75.0,65.0,80.0
393001,中海优势精选灵活,梅寓寒,中海,2.06亿元,92.0,72,79.0,82.2,5,3,5,5,-5.28%,不佳,3.75%,一般,29.99%,优秀,4.78%,优秀,4.06%,优秀,47.29%,优秀,85.0,95.0,80.0,75.0,55.0
001342,易方达新享混合A,杨康,易方达,3.46亿元,96.0,48,90.5,87.89999999999999,5,4,5,5,1.42%,优秀,2.81%,不佳,7.58%,一般,10.91%,优秀,11.30%,优秀,34.43%,良好,85.0,80.0,95.0,95.0,75.0
001343,易方达新享混合C,杨康,易方达,1.83亿元,92.0,48,90.5,86.69999999999999,5,3,5,5,1.41%,优秀,2.70%,不佳,7.36%,一般,10.37%,优秀,10.66%,优秀,33.09%,良好,85.0,80.0,95.0,95.0,75.0
001336,鹏华弘益混合A,范晶伟,鹏华,0.92亿元,96.0,72,81.0,84.60000000000001,5,4,5,5,-4.49%,一般,-0.93%,不佳,20.31%,优秀,18.20%,优秀,16.72%,优秀,43.19%,优秀,80.0,95.0,80.0,80.0,75.0
002049,融通新机遇灵活配,余志勇,融通,0.22亿元,96.0,58,87.0,86.8,5,4,5,5,0.93%,良好,4.00%,一般,6.28%,一般,3.89%,优秀,26.04%,优秀,56.01%,优秀,90.0,75.0,90.0,90.0,75.0
519185,万家精选混合A,黄海,万家,17.36亿元,96.0,30,67.5,72.3,4,5,5,5,-15.97%,不佳,-5.87%,不佳,-4.32%,不佳,8.17%,优秀,43.87%,优秀,58.64%,优秀,75.0,75.0,65.0,65.0,70.0
002091,华泰柏瑞新利混合,郑青,华泰柏瑞,13.31亿元,92.0,46,83.5,82.3,5,3,5,5,-0.56%,良好,2.68%,不佳,8.33%,一般,8.17%,优秀,13.44%,优秀,59.82%,优秀,85.0,80.0,85.0,85.0,75.0
002146,长安鑫益增强混合,刘学通,长安,7.36亿元,92.0,36,92.5,86.69999999999999,5,3,5,5,0.87%,良好,0.65%,不佳,2.52%,不佳,7.63%,优秀,11.10%,优秀,20.11%,一般,75.0,75.0,100.0,100.0,75.0
000242,景顺长城策略精选,张靖,景顺长城,34.67亿元,96.0,86,74.0,81.79999999999998,4,5,5,5,-0.75%,良好,9.53%,良好,10.61%,良好,7.38%,优秀,-1.66%,优秀,106.49%,优秀,75.0,75.0,75.0,75.0,65.0
519196,万家新兴蓝筹A,莫海波,万家,32.65亿元,84.00000000000001,76,80.5,81.1,5,5,5,3,-8.46%,不佳,13.82%,良好,40.34%,优秀,11.62%,优秀,10.23%,优秀,112.65%,优秀,80.0,100.0,80.0,60.0,85.0
002810,金信转型创新成长,杨超,金信,1.05亿元,96.0,100,68.0,79.6,4,5,5,5,13.70%,优秀,37.55%,优秀,44.20%,优秀,19.56%,优秀,29.31%,优秀,153.55%,优秀,80.0,90.0,60.0,65.0,85.0
001564,东方红京东大数据,周云,上海东方,17.23亿元,92.0,96,77.5,83.69999999999999,5,5,5,4,0.22%,良好,15.52%,优秀,23.32%,优秀,12.26%,优秀,8.68%,优秀,90.58%,优秀,85.0,85.0,75.0,75.0,80.0
002147,长安鑫益增强混合,刘学通,长安,8.76亿元,92.0,32,91.5,85.7,5,3,5,5,0.75%,一般,0.40%,不佳,2.01%,不佳,6.55%,优秀,9.44%,优秀,17.14%,一般,70.0,70.0,100.0,100.0,75.0
002292,诺安益鑫灵活配置,陈衍鹏,诺安,0.46亿元,92.0,100,74.5,82.3,5,5,5,4,1.42%,优秀,19.99%,优秀,29.70%,优秀,15.62%,优秀,17.66%,优秀,65.14%,优秀,75.0,95.0,70.0,70.0,85.0
001323,东吴移动互联混合,刘元海,东吴,20.52亿元,92.0,100,74.0,82.0,5,5,5,4,3.98%,优秀,19.08%,优秀,61.54%,优秀,80.59%,优秀,52.74%,优秀,219.49%,优秀,75.0,100.0,70.0,60.0,85.0
002137,诺安利鑫灵活配置,赵森,诺安,0.44亿元,92.0,90,74.0,81.0,5,5,5,4,-0.12%,良好,12.71%,良好,28.75%,优秀,4.80%,优秀,5.90%,优秀,26.61%,良好,80.0,90.0,70.0,70.0,80.0
001959,华商乐享互联灵活,余懿,华商,5.36亿元,96.0,80,64.5,75.5,4,5,5,5,1.11%,良好,30.39%,优秀,14.35%,良好,-13.75%,一般,-0.32%,优秀,96.06%,优秀,80.0,70.0,60.0,60.0,75.0
003027,安信新价值混合C,梁冰哲,安信,0.50亿元,92.0,84,84.5,86.7,5,3,5,5,3.23%,优秀,7.45%,一般,14.15%,良好,14.28%,优秀,15.89%,优秀,28.00%,良好,85.0,85.0,85.0,85.0,80.0
003026,安信新价值混合A,梁冰哲,安信,0.14亿元,96.0,84,84.5,87.9,5,4,5,5,3.28%,优秀,7.55%,一般,14.38%,良好,14.73%,优秀,16.58%,优秀,29.28%,良好,85.0,85.0,85.0,85.0,80.0
003495,鹏华弘尚混合A,刘涛,鹏华,0.65亿元,96.0,46,86.5,85.29999999999998,5,4,5,5,1.26%,良好,0.28%,不佳,5.78%,一般,13.27%,优秀,12.81%,优秀,42.94%,优秀,70.0,80.0,90.0,95.0,80.0
003496,鹏华弘尚混合C,刘涛,鹏华,1.98亿元,92.0,46,86.0,83.8,5,3,5,5,1.21%,良好,0.19%,不佳,5.58%,一般,12.82%,优秀,12.14%,优秀,41.51%,优秀,65.0,80.0,90.0,95.0,80.0
002690,前海开源恒泽混合,吴彦,前海开源,0.07亿元,96.0,70,83.5,85.9,5,5,4,5,-0.07%,不佳,6.47%,优秀,11.97%,优秀,7.24%,优秀,9.79%,优秀,19.82%,一般,80.0,85.0,85.0,80.0,80.0
003697,华夏睿磐泰盛混合,毛颖,华夏,0.55亿元,96.0,86,90.0,91.4,5,4,5,5,1.67%,优秀,4.78%,良好,8.60%,良好,5.67%,良好,12.23%,优秀,28.25%,良好,85.0,80.0,95.0,90.0,75.0
003591,华泰柏瑞享利混合,董辰,华泰柏瑞,3.94亿元,96.0,58,84.0,84.99999999999999,5,4,5,5,-0.13%,良好,3.32%,一般,9.48%,一般,10.71%,优秀,16.09%,优秀,39.58%,优秀,90.0,80.0,85.0,85.0,75.0
004317,前海开源沪港深裕,王霞,前海开源,11.98亿元,92.0,88,80.0,84.39999999999999,5,3,5,5,-2.92%,一般,9.87%,良好,32.69%,优秀,20.31%,优秀,18.50%,优秀,62.51%,优秀,90.0,100.0,80.0,75.0,55.0
161233,国投瑞银瑞泰多策,杨枫,国投瑞银,1.12亿元,96.0,82,83.5,87.10000000000001,5,4,5,5,0.06%,良好,3.55%,一般,13.23%,良好,6.89%,优秀,7.34%,优秀,44.05%,优秀,90.0,85.0,85.0,80.0,70.0
004279,国寿安保稳荣混合,吴闻,国寿安保,9.55亿元,96.0,96,90.5,92.7,5,5,4,5,1.02%,良好,9.16%,优秀,14.65%,优秀,13.84%,优秀,12.27%,优秀,43.32%,优秀,85.0,85.0,95.0,85.0,80.0
